"Country","Continent","Rank","Title","Artists","Album","Explicit","Duration","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","type","id","uri","track_href","analysis_url","duration_ms","time_signature","genre","Unnamed..0","title"
"Global","Global",1,"Rain On Me (with Ariana Grande)","Lady Gaga, Ariana Grande","Rain On Me (with Ariana Grande)",0,"3:02",0.672,0.855,9,-3.764,1,0.0397,0.021,0,0.323,0.646,123.056,"audio_features","24ySl2hOPGCDcxBxFIqWBu","spotify:track:24ySl2hOPGCDcxBxFIqWBu","https://api.spotify.com/v1/tracks/24ySl2hOPGCDcxBxFIqWBu","https://api.spotify.com/v1/audio-analysis/24ySl2hOPGCDcxBxFIqWBu",182200,4,"Pop",NA,""
"Global","Global",2,"Blinding Lights","The Weeknd","After Hours",0,"3:20",0.518,0.727,1,-5.947,1,0.0557,0.00153,0.000152,0.0882,0.342,170.962,"audio_features","5Sg09MvHqNWPWsYeuY2toY","spotify:track:5Sg09MvHqNWPWsYeuY2toY","https://api.spotify.com/v1/tracks/5Sg09MvHqNWPWsYeuY2toY","https://api.spotify.com/v1/audio-analysis/5Sg09MvHqNWPWsYeuY2toY",200046,4,"RnB",NA,""
"Global","Global",2,"Blinding Lights","The Weeknd","After Hours",0,"3:20",0.513,0.796,1,-4.075,1,0.0629,0.00147,0.000209,0.0938,0.345,171.017,"audio_features","0sf12qNH5qcw8qpgymFOqD","spotify:track:0sf12qNH5qcw8qpgymFOqD","https://api.spotify.com/v1/tracks/0sf12qNH5qcw8qpgymFOqD","https://api.spotify.com/v1/audio-analysis/0sf12qNH5qcw8qpgymFOqD",201573,4,"Pop",NA,""
"Global","Global",3,"ROCKSTAR (feat. Roddy Ricch)","DaBaby, Roddy Ricch","BLAME IT ON BABY",1,"3:01",0.746,0.69,11,-7.956,1,0.164,0.247,0,0.101,0.497,179.954,"audio_features","7ytR5pFWmSjzHJIeQkgog4","spotify:track:7ytR5pFWmSjzHJIeQkgog4","https://api.spotify.com/v1/tracks/7ytR5pFWmSjzHJIeQkgog4","https://api.spotify.com/v1/audio-analysis/7ytR5pFWmSjzHJIeQkgog4",181733,4,"Underground Rap",NA,""
"Global","Global",3,"ROCKSTAR (feat. Roddy Ricch)","DaBaby, Roddy Ricch","BLAME IT ON BABY",1,"3:01",0.746,0.69,11,-7.956,1,0.164,0.247,0,0.101,0.497,89.977,"audio_features","7ytR5pFWmSjzHJIeQkgog4","spotify:track:7ytR5pFWmSjzHJIeQkgog4","https://api.spotify.com/v1/tracks/7ytR5pFWmSjzHJIeQkgog4","https://api.spotify.com/v1/audio-analysis/7ytR5pFWmSjzHJIeQkgog4",181733,4,"Rap",NA,""
"Global","Global",3,"ROCKSTAR (feat. Roddy Ricch)","DaBaby, Roddy Ricch","BLAME IT ON BABY",1,"3:01",0.746,0.69,11,-7.956,1,0.164,0.247,0,0.101,0.497,179.954,"audio_features","7ytR5pFWmSjzHJIeQkgog4","spotify:track:7ytR5pFWmSjzHJIeQkgog4","https://api.spotify.com/v1/tracks/7ytR5pFWmSjzHJIeQkgog4","https://api.spotify.com/v1/audio-analysis/7ytR5pFWmSjzHJIeQkgog4",181733,4,"Pop",NA,""
"Global","Global",4,"Roses - Imanbek Remix","SAINt JHN, Imanbek","Roses (Imanbek Remix)",1,"2:56",0.77,0.724,8,-5.484,1,0.0495,0.0167,0.0107,0.353,0.898,121.975,"audio_features","24Yi9hE78yPEbZ4kxyoXAI","spotify:track:24Yi9hE78yPEbZ4kxyoXAI","https://api.spotify.com/v1/tracks/24Yi9hE78yPEbZ4kxyoXAI","https://api.spotify.com/v1/audio-analysis/24Yi9hE78yPEbZ4kxyoXAI",176840,4,"Pop",NA,""
"Global","Global",5,"Toosie Slide","Drake","Dark Lane Demo Tapes",1,"4:07",0.834,0.454,1,-9.75,0,0.201,0.321,6.15e-06,0.114,0.837,81.618,"audio_features","127QTOFJsJQp5LbJbu3A1y","spotify:track:127QTOFJsJQp5LbJbu3A1y","https://api.spotify.com/v1/tracks/127QTOFJsJQp5LbJbu3A1y","https://api.spotify.com/v1/audio-analysis/127QTOFJsJQp5LbJbu3A1y",247059,4,"Rap",NA,""
"Global","Global",5,"Toosie Slide","Drake","Dark Lane Demo Tapes",1,"4:07",0.834,0.454,1,-9.75,0,0.201,0.321,6.15e-06,0.114,0.837,163.236,"audio_features","127QTOFJsJQp5LbJbu3A1y","spotify:track:127QTOFJsJQp5LbJbu3A1y","https://api.spotify.com/v1/tracks/127QTOFJsJQp5LbJbu3A1y","https://api.spotify.com/v1/audio-analysis/127QTOFJsJQp5LbJbu3A1y",247059,4,"Pop",NA,""
"Global","Global",7,"THE SCOTTS","THE SCOTTS, Travis Scott, Kid Cudi","THE SCOTTS",1,"2:45",0.716,0.537,0,-7.648,0,0.0514,0.233,0,0.157,0.28,129.979,"audio_features","39Yp9wwQiSRIDOvrVg7mbk","spotify:track:39Yp9wwQiSRIDOvrVg7mbk","https://api.spotify.com/v1/tracks/39Yp9wwQiSRIDOvrVg7mbk","https://api.spotify.com/v1/audio-analysis/39Yp9wwQiSRIDOvrVg7mbk",165978,4,"Underground Rap",NA,""
"Global","Global",7,"THE SCOTTS","THE SCOTTS, Travis Scott, Kid Cudi","THE SCOTTS",1,"2:45",0.716,0.537,0,-7.648,0,0.0514,0.233,0,0.157,0.28,129.979,"audio_features","39Yp9wwQiSRIDOvrVg7mbk","spotify:track:39Yp9wwQiSRIDOvrVg7mbk","https://api.spotify.com/v1/tracks/39Yp9wwQiSRIDOvrVg7mbk","https://api.spotify.com/v1/audio-analysis/39Yp9wwQiSRIDOvrVg7mbk",165978,4,"Rap",NA,""
"Global","Global",8,"Don't Start Now","Dua Lipa","Future Nostalgia",0,"3:03",0.794,0.793,11,-4.521,0,0.0842,0.0125,0,0.0952,0.677,123.941,"audio_features","6WrI0LAC5M1Rw2MnX2ZvEg","spotify:track:6WrI0LAC5M1Rw2MnX2ZvEg","https://api.spotify.com/v1/tracks/6WrI0LAC5M1Rw2MnX2ZvEg","https://api.spotify.com/v1/audio-analysis/6WrI0LAC5M1Rw2MnX2ZvEg",183290,4,"Pop",NA,""
"Global","Global",9,"Stuck with U (with Justin Bieber)","Ariana Grande, Justin Bieber","Stuck with U",0,"3:48",0.597,0.45,8,-6.658,1,0.0418,0.223,0,0.382,0.537,178.765,"audio_features","4HBZA5flZLE435QTztThqH","spotify:track:4HBZA5flZLE435QTztThqH","https://api.spotify.com/v1/tracks/4HBZA5flZLE435QTztThqH","https://api.spotify.com/v1/audio-analysis/4HBZA5flZLE435QTztThqH",228482,3,"RnB",NA,""
"Global","Global",9,"Stuck with U (with Justin Bieber)","Ariana Grande, Justin Bieber","Stuck with U",0,"3:48",0.597,0.45,8,-6.658,1,0.0418,0.223,0,0.382,0.537,178.765,"audio_features","4HBZA5flZLE435QTztThqH","spotify:track:4HBZA5flZLE435QTztThqH","https://api.spotify.com/v1/tracks/4HBZA5flZLE435QTztThqH","https://api.spotify.com/v1/audio-analysis/4HBZA5flZLE435QTztThqH",228482,3,"Pop",NA,""
"Global","Global",10,"Dance Monkey","Tones And I","Dance Monkey (Stripped Back) / Dance Monkey",0,"3:29",0.825,0.593,6,-6.401,0,0.0988,0.688,0.000161,0.17,0.54,196.156,"audio_features","1rgnBhdG2JDFTbYkYRZAku","spotify:track:1rgnBhdG2JDFTbYkYRZAku","https://api.spotify.com/v1/tracks/1rgnBhdG2JDFTbYkYRZAku","https://api.spotify.com/v1/audio-analysis/1rgnBhdG2JDFTbYkYRZAku",209755,4,"Pop",NA,""
"Global","Global",11,"GOOBA","6ix9ine","GOOBA",1,"2:12",0.611,0.688,1,-5.688,1,0.341,0.0264,0,0.251,0.393,178.462,"audio_features","4NhDYoQTYCdWHTvlbGVgwo","spotify:track:4NhDYoQTYCdWHTvlbGVgwo","https://api.spotify.com/v1/tracks/4NhDYoQTYCdWHTvlbGVgwo","https://api.spotify.com/v1/audio-analysis/4NhDYoQTYCdWHTvlbGVgwo",132303,4,"Underground Rap",NA,""
"Global","Global",11,"GOOBA","6ix9ine","GOOBA",1,"2:12",0.611,0.688,1,-5.688,1,0.341,0.0264,0,0.251,0.393,178.462,"audio_features","4NhDYoQTYCdWHTvlbGVgwo","spotify:track:4NhDYoQTYCdWHTvlbGVgwo","https://api.spotify.com/v1/tracks/4NhDYoQTYCdWHTvlbGVgwo","https://api.spotify.com/v1/audio-analysis/4NhDYoQTYCdWHTvlbGVgwo",132303,4,"Rap",NA,""
"Global","Global",12,"Blueberry Faygo","Lil Mosey","Certified Hitmaker",1,"2:42",0.774,0.554,0,-7.909,1,0.0383,0.207,0,0.132,0.349,198.068,"audio_features","22LAwLoDA5b4AaGSkg6bKW","spotify:track:22LAwLoDA5b4AaGSkg6bKW","https://api.spotify.com/v1/tracks/22LAwLoDA5b4AaGSkg6bKW","https://api.spotify.com/v1/audio-analysis/22LAwLoDA5b4AaGSkg6bKW",162547,4,"Underground Rap",NA,""
"Global","Global",12,"Blueberry Faygo","Lil Mosey","Certified Hitmaker",1,"2:42",0.774,0.554,0,-7.909,1,0.0383,0.207,0,0.132,0.349,99.034,"audio_features","6wJYhPfqk3KGhHRG76WzOh","spotify:track:6wJYhPfqk3KGhHRG76WzOh","https://api.spotify.com/v1/tracks/6wJYhPfqk3KGhHRG76WzOh","https://api.spotify.com/v1/audio-analysis/6wJYhPfqk3KGhHRG76WzOh",162547,4,"Rap",NA,""
"Global","Global",12,"Blueberry Faygo","Lil Mosey","Certified Hitmaker",1,"2:42",0.774,0.554,0,-7.909,1,0.0383,0.207,0,0.132,0.349,198.068,"audio_features","22LAwLoDA5b4AaGSkg6bKW","spotify:track:22LAwLoDA5b4AaGSkg6bKW","https://api.spotify.com/v1/tracks/22LAwLoDA5b4AaGSkg6bKW","https://api.spotify.com/v1/audio-analysis/22LAwLoDA5b4AaGSkg6bKW",162547,4,"Pop",NA,""
"Global","Global",13,"The Box","Roddy Ricch","Please Excuse Me For Being Antisocial",1,"3:16",0.896,0.586,10,-6.687,0,0.0559,0.104,0,0.79,0.642,116.971,"audio_features","0nbXyq5TXYPCO7pr3N8S4I","spotify:track:0nbXyq5TXYPCO7pr3N8S4I","https://api.spotify.com/v1/tracks/0nbXyq5TXYPCO7pr3N8S4I","https://api.spotify.com/v1/audio-analysis/0nbXyq5TXYPCO7pr3N8S4I",196653,4,"Dark Trap",NA,""
"Global","Global",13,"The Box","Roddy Ricch","Please Excuse Me For Being Antisocial",1,"3:16",0.896,0.586,10,-6.687,0,0.0559,0.104,0,0.79,0.642,116.971,"audio_features","0nbXyq5TXYPCO7pr3N8S4I","spotify:track:0nbXyq5TXYPCO7pr3N8S4I","https://api.spotify.com/v1/tracks/0nbXyq5TXYPCO7pr3N8S4I","https://api.spotify.com/v1/audio-analysis/0nbXyq5TXYPCO7pr3N8S4I",196653,4,"Rap",NA,""
"Global","Global",13,"The Box","Roddy Ricch","Please Excuse Me For Being Antisocial",1,"3:16",0.896,0.586,10,-6.687,0,0.0559,0.104,0,0.79,0.642,116.971,"audio_features","0nbXyq5TXYPCO7pr3N8S4I","spotify:track:0nbXyq5TXYPCO7pr3N8S4I","https://api.spotify.com/v1/tracks/0nbXyq5TXYPCO7pr3N8S4I","https://api.spotify.com/v1/audio-analysis/0nbXyq5TXYPCO7pr3N8S4I",196653,4,"Pop",NA,""
"Global","Global",13,"The Box","Roddy Ricch","Please Excuse Me For Being Antisocial",1,"3:16",0.896,0.586,10,-6.687,0,0.0559,0.104,0,0.79,0.642,116.971,"audio_features","0nbXyq5TXYPCO7pr3N8S4I","spotify:track:0nbXyq5TXYPCO7pr3N8S4I","https://api.spotify.com/v1/tracks/0nbXyq5TXYPCO7pr3N8S4I","https://api.spotify.com/v1/audio-analysis/0nbXyq5TXYPCO7pr3N8S4I",196653,4,"Hiphop",NA,""
"Global","Global",14,"ily (i love you baby) (feat. Emilee)","Surf Mesa, Emilee","ily (i love you baby) (feat. Emilee)",0,"2:56",0.674,0.774,11,-7.567,0,0.0892,0.0686,0.00188,0.393,0.33,112.05,"audio_features","62aP9fBQKYKxi7PDXwcUAS","spotify:track:62aP9fBQKYKxi7PDXwcUAS","https://api.spotify.com/v1/tracks/62aP9fBQKYKxi7PDXwcUAS","https://api.spotify.com/v1/audio-analysis/62aP9fBQKYKxi7PDXwcUAS",176547,4,"Pop",NA,""
"Global","Global",15,"Break My Heart","Dua Lipa","Future Nostalgia",0,"3:41",0.73,0.729,4,-3.434,0,0.0883,0.167,1.39e-06,0.349,0.467,113.013,"audio_features","017PF4Q3l4DBUiWoXk4OWT","spotify:track:017PF4Q3l4DBUiWoXk4OWT","https://api.spotify.com/v1/tracks/017PF4Q3l4DBUiWoXk4OWT","https://api.spotify.com/v1/audio-analysis/017PF4Q3l4DBUiWoXk4OWT",221820,4,"Pop",NA,""
"Global","Global",16,"Supalonely","BENEE, Gus Dapperton","STELLA & STEVE",1,"3:43",0.863,0.631,7,-4.689,1,0.0534,0.305,3.04e-05,0.123,0.817,128.977,"audio_features","4nK5YrxbMGZstTLbvj6Gxw","spotify:track:4nK5YrxbMGZstTLbvj6Gxw","https://api.spotify.com/v1/tracks/4nK5YrxbMGZstTLbvj6Gxw","https://api.spotify.com/v1/audio-analysis/4nK5YrxbMGZstTLbvj6Gxw",223480,4,"Pop",NA,""
"Global","Global",18,"In Your Eyes","The Weeknd","After Hours",1,"3:57",0.667,0.72,7,-5.349,0,0.0331,0.00255,7.89e-05,0.0753,0.705,200.042,"audio_features","3XnkZylcAZ86QAiGVnRVy8","spotify:track:3XnkZylcAZ86QAiGVnRVy8","https://api.spotify.com/v1/tracks/3XnkZylcAZ86QAiGVnRVy8","https://api.spotify.com/v1/audio-analysis/3XnkZylcAZ86QAiGVnRVy8",237522,4,"RnB",NA,""
"Global","Global",18,"In Your Eyes","The Weeknd","After Hours",1,"3:57",0.814,0.788,11,-5.9,0,0.113,0.0285,0.00019,0.0691,0.46,123.01,"audio_features","2etqFHUtEaLNXFWDpE9sRl","spotify:track:2etqFHUtEaLNXFWDpE9sRl","https://api.spotify.com/v1/tracks/2etqFHUtEaLNXFWDpE9sRl","https://api.spotify.com/v1/audio-analysis/2etqFHUtEaLNXFWDpE9sRl",240000,4,"Pop",NA,""
"Global","Global",18,"In Your Eyes","The Weeknd","After Hours",1,"3:57",0.667,0.719,7,-5.371,0,0.0346,0.00285,8.1e-05,0.0736,0.717,200.042,"audio_features","7szuecWAPwGoV1e5vGu8tl","spotify:track:7szuecWAPwGoV1e5vGu8tl","https://api.spotify.com/v1/tracks/7szuecWAPwGoV1e5vGu8tl","https://api.spotify.com/v1/audio-analysis/7szuecWAPwGoV1e5vGu8tl",237520,4,"Pop",NA,""
"Global","Global",19,"Sunday Best","Surfaces","Where the Light Is",0,"2:38",0.878,0.525,5,-6.832,1,0.0578,0.183,0,0.0714,0.694,112.022,"audio_features","1Cv1YLb4q0RzL6pybtaMLo","spotify:track:1Cv1YLb4q0RzL6pybtaMLo","https://api.spotify.com/v1/tracks/1Cv1YLb4q0RzL6pybtaMLo","https://api.spotify.com/v1/audio-analysis/1Cv1YLb4q0RzL6pybtaMLo",158571,4,"Pop",NA,""
"Global","Global",20,"Say So","Doja Cat","Hot Pink",1,"3:57",0.787,0.673,11,-4.577,0,0.158,0.256,3.57e-06,0.0904,0.786,110.962,"audio_features","3Dv1eDb0MEgF93GpLXlucZ","spotify:track:3Dv1eDb0MEgF93GpLXlucZ","https://api.spotify.com/v1/tracks/3Dv1eDb0MEgF93GpLXlucZ","https://api.spotify.com/v1/audio-analysis/3Dv1eDb0MEgF93GpLXlucZ",237893,4,"Pop",NA,""
"Global","Global",21,"Falling","Trevor Daniel","Nicotine",0,"2:39",0.663,0.873,2,-5.878,0,0.0371,0.0193,0.265,0.198,0.321,140.03,"audio_features","5RgAeMkaSBSSz3HGNXJv9G","spotify:track:5RgAeMkaSBSSz3HGNXJv9G","https://api.spotify.com/v1/tracks/5RgAeMkaSBSSz3HGNXJv9G","https://api.spotify.com/v1/audio-analysis/5RgAeMkaSBSSz3HGNXJv9G",233143,4,"Dark Trap",NA,""
"Global","Global",21,"Falling","Trevor Daniel","Nicotine",0,"2:39",0.5,0.981,9,-4.412,0,0.389,0.0103,0.344,0.274,0.233,159.87,"audio_features","0jnnSR3Xjaf2ItDeSuGudG","spotify:track:0jnnSR3Xjaf2ItDeSuGudG","https://api.spotify.com/v1/tracks/0jnnSR3Xjaf2ItDeSuGudG","https://api.spotify.com/v1/audio-analysis/0jnnSR3Xjaf2ItDeSuGudG",172500,4,"Dark Trap",NA,""
"Global","Global",21,"Falling","Trevor Daniel","Nicotine",0,"2:39",0.477,0.8,5,-6.718,0,0.0528,0.0681,0.0197,0.119,0.16,115.089,"audio_features","1whDZPQyzSU7mZQGWiVBHi","spotify:track:1whDZPQyzSU7mZQGWiVBHi","https://api.spotify.com/v1/tracks/1whDZPQyzSU7mZQGWiVBHi","https://api.spotify.com/v1/audio-analysis/1whDZPQyzSU7mZQGWiVBHi",178728,4,"Dark Trap",NA,""
"Global","Global",21,"Falling","Trevor Daniel","Nicotine",0,"2:39",0.603,0.808,5,-7.78,0,0.0308,0.0065,0.888,0.192,0.416,143.998,"audio_features","74XyjmGzj9vzii69iWiaBC","spotify:track:74XyjmGzj9vzii69iWiaBC","https://api.spotify.com/v1/tracks/74XyjmGzj9vzii69iWiaBC","https://api.spotify.com/v1/audio-analysis/74XyjmGzj9vzii69iWiaBC",210447,4,"Dark Trap",NA,""
"Global","Global",21,"Falling","Trevor Daniel","Nicotine",0,"2:39",0.785,0.431,10,-8.756,0,0.0364,0.123,0,0.0887,0.236,127.085,"audio_features","4TnjEaWOeW0eKTKIEvJyCa","spotify:track:4TnjEaWOeW0eKTKIEvJyCa","https://api.spotify.com/v1/tracks/4TnjEaWOeW0eKTKIEvJyCa","https://api.spotify.com/v1/audio-analysis/4TnjEaWOeW0eKTKIEvJyCa",159382,4,"Underground Rap",NA,""
"Global","Global",21,"Falling","Trevor Daniel","Nicotine",0,"2:39",0.567,0.267,4,-6.502,1,0.0299,0.839,1.46e-06,0.089,0.0592,110.011,"audio_features","1ZMiCix7XSAbfAJlEZWMCp","spotify:track:1ZMiCix7XSAbfAJlEZWMCp","https://api.spotify.com/v1/tracks/1ZMiCix7XSAbfAJlEZWMCp","https://api.spotify.com/v1/audio-analysis/1ZMiCix7XSAbfAJlEZWMCp",240133,4,"Emo",NA,""
"Global","Global",21,"Falling","Trevor Daniel","Nicotine",0,"2:39",0.607,0.613,10,-14.786,0,0.292,0.789,0,0.16,0.44,100.211,"audio_features","0n9DFrzYy1E7iQMjsqomiU","spotify:track:0n9DFrzYy1E7iQMjsqomiU","https://api.spotify.com/v1/tracks/0n9DFrzYy1E7iQMjsqomiU","https://api.spotify.com/v1/audio-analysis/0n9DFrzYy1E7iQMjsqomiU",209577,4,"Rap",NA,""
"Global","Global",21,"Falling","Trevor Daniel","Nicotine",0,"2:39",0.785,0.431,10,-8.756,0,0.0364,0.123,0,0.0887,0.236,127.085,"audio_features","4TnjEaWOeW0eKTKIEvJyCa","spotify:track:4TnjEaWOeW0eKTKIEvJyCa","https://api.spotify.com/v1/tracks/4TnjEaWOeW0eKTKIEvJyCa","https://api.spotify.com/v1/audio-analysis/4TnjEaWOeW0eKTKIEvJyCa",159382,4,"Pop",NA,""
"Global","Global",21,"Falling","Trevor Daniel","Nicotine",0,"2:39",0.785,0.431,10,-8.756,0,0.0364,0.123,0,0.0887,0.236,127.085,"audio_features","4TnjEaWOeW0eKTKIEvJyCa","spotify:track:4TnjEaWOeW0eKTKIEvJyCa","https://api.spotify.com/v1/tracks/4TnjEaWOeW0eKTKIEvJyCa","https://api.spotify.com/v1/audio-analysis/4TnjEaWOeW0eKTKIEvJyCa",159382,4,"Hiphop",NA,""
"Global","Global",22,"Savage Remix (feat. Beyoncé)","Megan Thee Stallion, Beyoncé","Savage Remix (feat. Beyoncé)",1,"4:02",0.822,0.743,10,-4.772,0,0.28,0.016,0,0.127,0.636,84.459,"audio_features","5v4GgrXPMghOnBBLmveLac","spotify:track:5v4GgrXPMghOnBBLmveLac","https://api.spotify.com/v1/tracks/5v4GgrXPMghOnBBLmveLac","https://api.spotify.com/v1/audio-analysis/5v4GgrXPMghOnBBLmveLac",242001,4,"Rap",NA,""
"Global","Global",22,"Savage Remix (feat. Beyoncé)","Megan Thee Stallion, Beyoncé","Savage Remix (feat. Beyoncé)",1,"4:02",0.822,0.743,10,-4.772,0,0.28,0.016,0,0.127,0.636,168.918,"audio_features","5v4GgrXPMghOnBBLmveLac","spotify:track:5v4GgrXPMghOnBBLmveLac","https://api.spotify.com/v1/tracks/5v4GgrXPMghOnBBLmveLac","https://api.spotify.com/v1/audio-analysis/5v4GgrXPMghOnBBLmveLac",242001,4,"Pop",NA,""
"Global","Global",24,"Someone You Loved","Lewis Capaldi","Divinely Uninspired To A Hellish Extent",0,"3:02",0.501,0.405,1,-5.679,1,0.0319,0.751,0,0.105,0.446,109.891,"audio_features","7qEHsqek33rTcFNT9PFqLf","spotify:track:7qEHsqek33rTcFNT9PFqLf","https://api.spotify.com/v1/tracks/7qEHsqek33rTcFNT9PFqLf","https://api.spotify.com/v1/audio-analysis/7qEHsqek33rTcFNT9PFqLf",182161,4,"Emo",NA,""
"Global","Global",24,"Someone You Loved","Lewis Capaldi","Divinely Uninspired To A Hellish Extent",0,"3:02",0.501,0.405,1,-5.679,1,0.0319,0.751,0,0.105,0.446,109.891,"audio_features","2TIlqbIneP0ZY1O0EzYLlc","spotify:track:2TIlqbIneP0ZY1O0EzYLlc","https://api.spotify.com/v1/tracks/2TIlqbIneP0ZY1O0EzYLlc","https://api.spotify.com/v1/audio-analysis/2TIlqbIneP0ZY1O0EzYLlc",182161,4,"Pop",NA,""
"Global","Global",24,"Someone You Loved","Lewis Capaldi","Divinely Uninspired To A Hellish Extent",0,"3:02",0.501,0.405,1,-5.679,1,0.0319,0.751,0,0.105,0.446,109.891,"audio_features","7qEHsqek33rTcFNT9PFqLf","spotify:track:7qEHsqek33rTcFNT9PFqLf","https://api.spotify.com/v1/tracks/7qEHsqek33rTcFNT9PFqLf","https://api.spotify.com/v1/audio-analysis/7qEHsqek33rTcFNT9PFqLf",182161,4,"Pop",NA,""
"Global","Global",26,"Circles","Post Malone","Hollywood's Bleeding",0,"3:35",0.377,0.554,2,-8.562,1,0.0329,0.00361,0.00112,0.0899,0.0582,119.928,"audio_features","2ZXrhiscNFRMF0bgyTnt9o","spotify:track:2ZXrhiscNFRMF0bgyTnt9o","https://api.spotify.com/v1/tracks/2ZXrhiscNFRMF0bgyTnt9o","https://api.spotify.com/v1/audio-analysis/2ZXrhiscNFRMF0bgyTnt9o",238576,4,"Dark Trap",NA,""
"Global","Global",26,"Circles","Post Malone","Hollywood's Bleeding",0,"3:35",0.695,0.762,0,-3.497,1,0.0395,0.192,0.00244,0.0863,0.553,120.042,"audio_features","21jGcNKet2qwijlDFuPiPb","spotify:track:21jGcNKet2qwijlDFuPiPb","https://api.spotify.com/v1/tracks/21jGcNKet2qwijlDFuPiPb","https://api.spotify.com/v1/audio-analysis/21jGcNKet2qwijlDFuPiPb",215280,4,"Rap",NA,""
"Global","Global",26,"Circles","Post Malone","Hollywood's Bleeding",0,"3:35",0.681,0.651,9,-5.533,1,0.104,0.103,0,0.103,0.416,212.09,"audio_features","7GU4sdexteLwpjIZ36QPFL","spotify:track:7GU4sdexteLwpjIZ36QPFL","https://api.spotify.com/v1/tracks/7GU4sdexteLwpjIZ36QPFL","https://api.spotify.com/v1/audio-analysis/7GU4sdexteLwpjIZ36QPFL",257385,4,"RnB",NA,""
"Global","Global",26,"Circles","Post Malone","Hollywood's Bleeding",0,"3:35",0.704,0.758,0,-3.537,1,0.0402,0.233,0.00144,0.0924,0.534,120.003,"audio_features","4VginDwYTP2eaHJzO0QMjG","spotify:track:4VginDwYTP2eaHJzO0QMjG","https://api.spotify.com/v1/tracks/4VginDwYTP2eaHJzO0QMjG","https://api.spotify.com/v1/audio-analysis/4VginDwYTP2eaHJzO0QMjG",214907,4,"Pop",NA,""
"Global","Global",28,"Party Girl","StaySolidRocky","Party Girl",0,"2:27",0.728,0.431,6,-9.966,0,0.0622,0.749,0,0.0996,0.629,130.022,"audio_features","5RqR4ZCCKJDcBLIn4sih9l","spotify:track:5RqR4ZCCKJDcBLIn4sih9l","https://api.spotify.com/v1/tracks/5RqR4ZCCKJDcBLIn4sih9l","https://api.spotify.com/v1/audio-analysis/5RqR4ZCCKJDcBLIn4sih9l",147800,4,"Underground Rap",NA,""
"Global","Global",28,"Party Girl","StaySolidRocky","Party Girl",0,"2:27",0.728,0.431,6,-9.966,0,0.0622,0.749,0,0.0996,0.629,130.022,"audio_features","5RqR4ZCCKJDcBLIn4sih9l","spotify:track:5RqR4ZCCKJDcBLIn4sih9l","https://api.spotify.com/v1/tracks/5RqR4ZCCKJDcBLIn4sih9l","https://api.spotify.com/v1/audio-analysis/5RqR4ZCCKJDcBLIn4sih9l",147800,4,"Rap",NA,""
"Global","Global",29,"Watermelon Sugar","Harry Styles","Fine Line",0,"2:54",0.548,0.816,0,-4.209,1,0.0465,0.122,0,0.335,0.557,190.78,"audio_features","6UelLqGlWMcVH1E5c4H7lY","spotify:track:6UelLqGlWMcVH1E5c4H7lY","https://api.spotify.com/v1/tracks/6UelLqGlWMcVH1E5c4H7lY","https://api.spotify.com/v1/audio-analysis/6UelLqGlWMcVH1E5c4H7lY",174000,4,"Pop",NA,""
"Global","Global",30,"goosebumps","Travis Scott","Birds In The Trap Sing McKnight",1,"4:03",0.841,0.728,7,-3.37,1,0.0484,0.0847,0,0.149,0.43,130.049,"audio_features","6gBFPUFcJLzWGx4lenP6h2","spotify:track:6gBFPUFcJLzWGx4lenP6h2","https://api.spotify.com/v1/tracks/6gBFPUFcJLzWGx4lenP6h2","https://api.spotify.com/v1/audio-analysis/6gBFPUFcJLzWGx4lenP6h2",243837,4,"Rap",NA,""
"Global","Global",30,"goosebumps","Travis Scott","Birds In The Trap Sing McKnight",1,"4:03",0.841,0.728,7,-3.37,1,0.0484,0.0847,0,0.149,0.43,130.049,"audio_features","6gBFPUFcJLzWGx4lenP6h2","spotify:track:6gBFPUFcJLzWGx4lenP6h2","https://api.spotify.com/v1/tracks/6gBFPUFcJLzWGx4lenP6h2","https://api.spotify.com/v1/audio-analysis/6gBFPUFcJLzWGx4lenP6h2",243837,4,"Hiphop",NA,""
"Global","Global",31,"Tusa","KAROL G, Nicki Minaj","Tusa",0,"3:20",0.803,0.715,2,-3.28,1,0.298,0.295,0.000134,0.0574,0.574,202.17,"audio_features","7k4t7uLgtOxPwTpFmtJNTY","spotify:track:7k4t7uLgtOxPwTpFmtJNTY","https://api.spotify.com/v1/tracks/7k4t7uLgtOxPwTpFmtJNTY","https://api.spotify.com/v1/audio-analysis/7k4t7uLgtOxPwTpFmtJNTY",200960,4,"Pop",NA,""
"Global","Global",32,"WHATS POPPIN","Jack Harlow","Sweet Action",1,"2:19",0.923,0.604,11,-6.671,0,0.245,0.017,0,0.272,0.826,145.062,"audio_features","1jaTQ3nqY3oAAYyCTbIvnM","spotify:track:1jaTQ3nqY3oAAYyCTbIvnM","https://api.spotify.com/v1/tracks/1jaTQ3nqY3oAAYyCTbIvnM","https://api.spotify.com/v1/audio-analysis/1jaTQ3nqY3oAAYyCTbIvnM",139741,4,"Underground Rap",NA,""
